"","V1","V2"
"10067","parlance",0.51
"10068","mogul",0.51
"10069","atom",0.51
"10070","booklet",0.51
"10071","lamp",0.51
"10072","dab",0.51
"10073","garrison",0.51
"10074","contend",0.51
"10075","arable",0.51
"10076","etch",0.51
"10077","armature",0.51
"10078","socialism",0.51
"10079","five",0.51
"10080","kilogram",0.51
"10081","busboy",0.51
"10082","situate",0.51
"10083","posterior",0.51
"10084","dinghy",0.51
"10085","immeasurably",0.51
"10086","vodka",0.51
"10087","caste",0.51
"10088","physiological",0.51
"10089","hombres",0.51
"10090","pitcher",0.51
"10091","gravity",0.51
"10092","addresses",0.51
"10093","condensation",0.51
"10094","eyebrow",0.51
"10095","limb",0.51
"10096","leotard",0.51
"10097","question",0.51
"10098","umpteen",0.51
"10099","southeast",0.51
"10100","hummer",0.51
"10101","encircling",0.51
"10102","polarity",0.51
"10103","tiptoe",0.51
"10104","invert",0.51
"10105","meow",0.51
"10106","inflatable",0.51
"10107","avert",0.51
"10108","vega",0.51
"10109","lacquer",0.51
"10110","gad",0.51
"10111","purchaser",0.51
"10112","sweatshirt",0.51
"10113","ministry",0.51
"10114","regulate",0.51
"10115","impermeable",0.51
"10116","elements",0.51
"10117","requirement",0.51
"10118","signpost",0.51
"10119","cod",0.51
"10120","assignee",0.51
"10121","rancher",0.51
"10122","judge",0.51
"10123","unison",0.51
"10124","dialectic",0.51
"10125","parry",0.51
"10126","antibiotic",0.51
"10127","masks",0.51
"10128","numbering",0.51
"10129","skillet",0.51
"10130","tunable",0.51
"10131","shield",0.51
"10132","gait",0.51
"10133","holographic",0.51
"10134","statesman",0.51
"10135","sub",0.51
"10136","janitor",0.51
"10137","nebula",0.51
"10138","tipsy",0.51
"10139","jam",0.51
"10140","turning",0.51
"10141","pace",0.51
"10142","bodyguard",0.51
"10143","rigging",0.51
"10144","dub",0.51
"10145","tent",0.51
"10146","whilst",0.51
"10147","shockingly",0.51
"10148","sedation",0.51
"10149","meridian",0.51
"10150","noggin",0.51
"10151","graph",0.51
"10152","nickel",0.51
"10153","barn",0.51
"10154","bedpan",0.51
"10155","gammon",0.51
"10156","tenth",0.51
"10157","mixed",0.51
"10158","artifact",0.51
"10159","duo",0.51
"10160","gander",0.51
"10161","splat",0.51
"10162","twitch",0.51
"10163","unpretentious",0.51
"10164","laity",0.51
"10165","shingle",0.51
"10166","fog",0.51
"10167","den",0.51
"10168","fowl",0.51
"10169","tabby",0.51
"10170","fulsome",0.51
"10171","appropriation",0.51
"10172","ontology",0.51
"10173","indicative",0.51
"10174","paragraph",0.51
"10175","scoot",0.51
"10176","remit",0.51
"10177","feet",0.51
"10178","stairwell",0.51
"10179","wheel barrow",0.51
"10180","mantle",0.51
"10181","restock",0.51
"10182","deployment",0.51
"10183","adjuvant",0.51
"10184","thumbprint",0.51
"10185","yen",0.51
"10186","putative",0.51
"10187","east",0.51
"10188","yodel",0.51
"10189","livery",0.51
"10190","hyperspace",0.51
"10191","dibs",0.51
"10192","banking",0.51
"10193","pep",0.51
"10194","belly",0.51
"10195","spencer",0.51
"10196","inland",0.51
"10197","numerically",0.51
"10198","deference",0.51
"10199","cautiously",0.51
"10200","barnyard",0.51
"10201","stitching",0.51
"10202","saucer",0.51
"10203","targeting",0.51
"10204","mandible",0.51
"10205","emir",0.51
"10206","smell",0.51
"10207","chowder",0.51
"10208","friar",0.51
"10209","fish",0.51
"10210","bitsy",0.51
"10211","circling",0.51
"10212","moray",0.51
"10213","referendum",0.51
"10214","rim",0.51
"10215","yarn",0.51
"10216","wary",0.51
"10217","acres",0.51
"10218","immersion",0.51
"10219","bullhorn",0.51
"10220","linoleum",0.51
"10221","leather",0.51
"10222","lee",0.51
"10223","rental",0.51
"10224","wade",0.51
"10225","astonished",0.51
"10226","yearling",0.51
"10227","no disgust",0.51
"10228","steamer",0.51
"10229","bloodline",0.51
"10230","inter",0.51
"10231","outgrow",0.51
"10232","amid",0.51
"10233","caper",0.51
"10234","animosity",0.51
"10235","abacus",0.51
"10236","pager",0.51
"10237","lawman",0.51
"10238","cloth",0.51
"10239","forefinger",0.51
"10240","interferometer",0.51
"10241","square",0.509
"10242","ductile",0.508
"10243","statistic",0.508
"10244","scarlet",0.507
"10245","hue",0.507
"10246","decimal",0.507
"10247","fitted",0.507
"10248","genome",0.507
"10249","tithe",0.507
"10250","starch",0.507
"10251","consumer",0.507
"10252","pulse",0.507
"10253","cornet",0.507
"10254","trundle",0.507
"10255","refer",0.506
"10256","bagman",0.506
"10257","solubility",0.506
"10258","mitigate",0.506
"10259","hoard",0.506
"10260","docket",0.505
"10261","domination",0.505
"10262","cadet",0.504
"10263","hap",0.503
"10264","monogrammed",0.503
"10265","vermouth",0.503
"10266","kazoo",0.503
"10267","peruse",0.503
"10268","intercession",0.503
"10269","heft",0.503
"10270","impose",0.503
"10271","courtyard",0.503
"10272","switch",0.5
"10273","premises",0.5
"10274","checkup",0.5
"10275","froggy",0.5
"10276","sycamore",0.5
"10277","heels",0.5
"10278","elitist",0.5
"10279","henhouse",0.5
"10280","foreigner",0.5
"10281","pare",0.5
"10282","indigenous",0.5
"10283","neurological",0.5
"10284","deploy",0.5
"10285","scholastic",0.5
"10286","getaway",0.5
"10287","geographical",0.5
"10288","heater",0.5
"10289","aplomb",0.5
"10290","groundwork",0.5
"10291","hereunto",0.5
"10292","temperance",0.5
"10293","simulated",0.5
"10294","strata",0.5
"10295","ephemeral",0.5
"10296","encrypt",0.5
"10297","shaving",0.5
"10298","relative",0.5
"10299","quail",0.5
"10300","doctrine",0.5
"10301","whisk",0.5
"10302","heather",0.5
"10303","knowingly",0.5
"10304","strict",0.5
"10305","austere",0.5
"10306","outback",0.5
"10307","serious",0.5
"10308","albino",0.5
"10309","pharmaceutical",0.5
"10310","glove",0.5
"10311","hydraulics",0.5
"10312","breakingnews",0.5
"10313","malleable",0.5
"10314","mien",0.5
"10315","fronting",0.5
"10316","detective",0.5
"10317","marksman",0.5
"10318","quiescent",0.5
"10319","abutment",0.5
"10320","lingual",0.5
"10321","caudal",0.5
"10322","scrutiny",0.5
"10323","six",0.5
"10324","diagonal",0.5
"10325","various",0.5
"10326","arch",0.5
"10327","cwt",0.5
"10328","gloat",0.5
"10329","refit",0.5
"10330","semen",0.5
"10331","divination",0.5
"10332","brass",0.5
"10333","wienie",0.5
"10334","carrot",0.5
"10335","nudie",0.5
"10336","probative",0.5
"10337","promontory",0.5
"10338","kiosk",0.5
"10339","exceeding",0.5
"10340","blob",0.5
"10341","react",0.5
"10342","ankle",0.5
"10343","vegetative",0.5
"10344","spectrophotometer",0.5
"10345","rotunda",0.5
"10346","sock",0.5
"10347","fistful",0.5
"10348","shrunken",0.5
"10349","afore",0.5
"10350","eighty",0.5
"10351","consonant",0.5
"10352","roadhouse",0.5
"10353","disguised",0.5
"10354","flock",0.5
"10355","aviary",0.5
"10356","parenchyma",0.5
"10357","trickle",0.5
"10358","juke",0.5
"10359","quadrant",0.5
"10360","compartment",0.5
"10361","hotshot",0.5
"10362","margin",0.5
"10363","mantel",0.5
"10364","pong",0.5
"10365","unprecedented",0.5
"10366","footlocker",0.5
"10367","transcribe",0.5
"10368","type",0.5
"10369","substantive",0.5
"10370","mono",0.5
"10371","chauffeur",0.5
"10372","towering",0.5
"10373","elliptic",0.5
"10374","travail",0.5
"10375","factory",0.5
"10376","coinage",0.5
"10377","eddy",0.5
"10378","thrown",0.5
"10379","washroom",0.5
"10380","brocade",0.5
"10381","data",0.5
"10382","soapbox",0.5
"10383","slates",0.5
"10384","screenplay",0.5
"10385","uninterrupted",0.5
"10386","fiscal",0.5
"10387","rein",0.5
"10388","mush",0.5
"10389","throb",0.5
"10390","designated",0.5
"10391","awning",0.5
"10392","distillate",0.5
"10393","gumbo",0.5
"10394","magpie",0.5
"10395","temporarily",0.5
"10396","flange",0.5
"10397","oink",0.5
"10398","pontoon",0.5
"10399","ardor",0.5
"10400","flagpole",0.5
"10401","supernatant",0.5
"10402","valedictorian",0.5
"10403","commune",0.5
"10404","serialize",0.5
"10405","hyperactive",0.5
"10406","sidewinder",0.5
"10407","chromosome",0.5
"10408","surgeon",0.5
"10409","half",0.5
"10410","synthesizer",0.5
"10411","cabal",0.5
"10412","wicket",0.5
"10413","pedal",0.5
"10414","mount",0.5
"10415","tepee",0.5
"10416","clapper",0.5
"10417","anointed",0.5
"10418","talker",0.5
"10419","semblance",0.5
"10420","buggy",0.5
"10421","watchtower",0.5
"10422","ellipsoid",0.5
"10423","yeast",0.5
"10424","panier",0.5
"10425","advocacy",0.5
"10426","overalls",0.5
"10427","peak",0.5
"10428","bellhop",0.5
"10429","striker",0.5
"10430","potion",0.5
"10431","vellum",0.5
"10432","fullback",0.5
"10433","owe",0.5
"10434","receptacle",0.5
"10435","license",0.5
"10436","vaccine",0.5
"10437","tubule",0.5
"10438","teller",0.5
"10439","poodle",0.5
"10440","adobe",0.5
"10441","microscopy",0.5
"10442","constituency",0.5
"10443","gab",0.5
"10444","pot",0.5
"10445","advertise",0.5
"10446","nitro",0.5
"10447","manifold",0.5
"10448","talcum",0.5
"10449","marker",0.5
"10450","tongs",0.5
"10451","radish",0.5
"10452","covert",0.5
"10453","monograph",0.5
"10454","odds",0.5
"10455","butcher",0.5
"10456","bronco",0.5
"10457","compo",0.5
"10458","conglomerate",0.5
"10459","braces",0.5
"10460","roost",0.5
"10461","mustard",0.5
"10462","trough",0.5
"10463","trimming",0.5
"10464","concours",0.5
"10465","microcosm",0.5
"10466","displacency",0.5
"10467","tufted",0.5
"10468","sailor",0.5
"10469","duffel",0.5
"10470","evidence",0.5
"10471","infirmary",0.5
"10472","cardboard",0.5
"10473","relocate",0.5
"10474","sonice",0.5
"10475","miscellany",0.5
"10476","psychical",0.5
"10477","nun",0.5
"10478","section",0.5
"10479","dojo",0.5
"10480","green pepper",0.5
"10481","medic",0.5
"10482","gladiator",0.5
"10483","mocha",0.5
"10484","abalone",0.5
"10485","retrial",0.5
"10486","orthogonal",0.5
"10487","reefer",0.5
"10488","antiquarian",0.5
"10489","onerous",0.5
"10490","belay",0.5
"10491","patchwork",0.5
"10492","arcane",0.5
"10493","mid",0.5
"10494","empirical",0.5
"10495","spectrometer",0.5
"10496","convoy",0.5
"10497","biz",0.5
"10498","micro",0.5
"10499","escalator",0.5
"10500","bar",0.5
"10501","chirping",0.5
"10502","recon",0.5
"10503","tyke",0.5
"10504","box",0.5
"10505","yesterday",0.5
"10506","stencil",0.5
"10507","gluttony",0.5
"10508","esoteric",0.5
"10509","gal",0.5
"10510","beanie",0.5
"10511","norm",0.5
"10512","anchorage",0.5
"10513","thither",0.5
"10514","procedural",0.5
"10515","pretender",0.5
"10516","veil",0.5
"10517","horizontally",0.5
"10518","regulator",0.5
"10519","seventh",0.5
"10520","prognosis",0.5
"10521","rotor",0.5
"10522","cove",0.5
"10523","furor",0.5
"10524","bassoon",0.5
"10525","chaperon",0.5
"10526","exceed",0.5
"10527","paraphrase",0.5
"10528","chronograph",0.5
"10529","clerk",0.5
"10530","overlying",0.5
"10531","starling",0.5
"10532","verge",0.5
"10533","ahoy",0.5
"10534","vena",0.5
"10535","tertiary",0.5
"10536","ay",0.5
"10537","theorem",0.5
"10538","plain",0.5
"10539","breech",0.5
"10540","condition",0.5
"10541","ore",0.5
"10542","monologue",0.5
"10543","bareback",0.5
"10544","colophon",0.5
"10545","rippling",0.5
"10546","etiology",0.5
"10547","yam",0.5
"10548","revise",0.5
"10549","jaw",0.5
"10550","karma",0.5
"10551","ringside",0.5
"10552","chimpanzee",0.5
"10553","roadie",0.5
"10554","hydroponics",0.5
"10555","pillowcase",0.5
"10556","vehement",0.5
"10557","conclusive",0.5
"10558","headliner",0.5
"10559","lumberjack",0.5
"10560","pseudonym",0.5
"10561","mending",0.5
"10562","quiche",0.5
"10563","grasshopper",0.5
"10564","causality",0.5
"10565","modeler",0.5
"10566","hormonal",0.5
"10567","girdle",0.5
"10568","hybrid",0.5
"10569","overhaul",0.5
"10570","wiper",0.5
"10571","bubbling",0.5
"10572","multilateral",0.5
"10573","zany",0.5
"10574","hissing",0.5
"10575","continual",0.5
"10576","bag",0.5
"10577","trim",0.5
"10578","oyster",0.5
"10579","layer",0.5
"10580","unquestionably",0.5
"10581","retreat",0.5
"10582","temporal",0.5
"10583","broth",0.5
"10584","ohgod",0.5
"10585","parlor",0.5
"10586","believed",0.5
"10587","occupant",0.5
"10588","disclosure",0.5
"10589","ripple",0.5
"10590","unrelenting",0.5
"10591","vibrate",0.5
"10592","porthole",0.5
"10593","nomenclature",0.5
"10594","wooden",0.5
"10595","woodsman",0.5
"10596","governor",0.5
"10597","circumstantial",0.5
"10598","albatross",0.5
"10599","toot",0.5
"10600","hydrology",0.5
"10601","reminiscent",0.5
"10602","ambulance",0.5
"10603","respiratory",0.5
"10604","doit",0.5
"10605","media",0.5
"10606","unexpected",0.5
"10607","chai",0.5
"10608","nightstick",0.5
"10609","unafraid",0.5
"10610","pompous",0.5
"10611","metaphorical",0.5
"10612","floss",0.5
"10613","roadside",0.5
"10614","jungle",0.5
"10615","clarion",0.5
"10616","horoscope",0.5
"10617","gyroscope",0.5
"10618","paste",0.5
"10619","fleshy",0.5
"10620","fence",0.5
"10621","oft",0.5
"10622","radical",0.5
"10623","kiddos",0.5
"10624","tenancy",0.5
"10625","hibernate",0.5
"10626","phosphate",0.5
"10627","gallop",0.5
"10628","judo",0.5
"10629","middleman",0.5
"10630","pick",0.5
"10631","tripartite",0.5
"10632","kos",0.5
"10633","grandstand",0.5
"10634","petition",0.498
"10635","stayed",0.497
"10636","squid",0.497
"10637","bier",0.497
"10638","camisole",0.497
"10639","irrespective",0.497
"10640","scaffolding",0.496
"10641","irrefutable",0.496
"10642","nexus",0.496
"10643","vanquished",0.496
"10644","spine",0.495
"10645","molecular",0.495
"10646","centrifuge",0.495
"10647","turret",0.494
"10648","custody",0.494
"10649","wood",0.494
"10650","wishbone",0.494
"10651","smokey",0.494
"10652","trucker",0.494
"10653","bulldog",0.494
"10654","would",0.493
"10655","grand theft auto",0.493
"10656","reveal",0.493
"10657","papal",0.493
"10658","gape",0.493
"10659","laud",0.493
"10660","briar",0.493
"10661","tweezers",0.493
"10662","unisex",0.492
"10663","commentator",0.492
"10664","whitefish",0.492
"10665","zen",0.492
"10666","aver",0.492
"10667","migration",0.492
"10668","mark",0.491
"10669","entourage",0.491
"10670","kinesiology",0.491
"10671","wherewith",0.491
"10672","quaternary",0.491
"10673","controlling",0.49
"10674","terms",0.49
"10675","omgomgomg",0.49
"10676","repeat",0.49
"10677","helium",0.49
"10678","denomination",0.49
"10679","stoop",0.49
"10680","threesome",0.49
"10681","unchanged",0.49
"10682","coon",0.49
"10683","loudspeaker",0.49
"10684","ream",0.49
"10685","temp",0.49
"10686","rye",0.49
"10687","cryptography",0.49
"10688","spiral",0.49
"10689","indelible",0.49
"10690","toilet",0.49
"10691","reset",0.49
"10692","strobe",0.49
"10693","reed",0.49
"10694","schematic",0.49
"10695","calcareous",0.49
"10696","ether",0.49
"10697","carried",0.49
"10698","nightfall",0.49
"10699","blueprint",0.49
"10700","cartographic",0.49
"10701","vert",0.49
"10702","mushroom",0.49
"10703","dugout",0.49
"10704","cipher",0.49
"10705","bracket",0.49
"10706","jacks",0.49
"10707","pecuniary",0.49
"10708","machinist",0.49
"10709","shaman",0.49
"10710","numerator",0.49
"10711","liturgy",0.49
"10712","fandango",0.49
"10713","nylon",0.49
"10714","veneer",0.49
"10715","beige",0.49
"10716","glass",0.49
"10717","monitor",0.49
"10718","waddle",0.49
"10719","pulsar",0.49
"10720","histology",0.49
"10721","alkali",0.49
"10722","lox",0.49
"10723","localized",0.49
"10724","roundabout",0.49
"10725","phonics",0.49
"10726","billy",0.49
"10727","tryouts",0.49
"10728","rodeo",0.49
"10729","douche",0.49
"10730","shrubbery",0.49
"10731","aircraft carrier",0.49
"10732","birdman",0.49
"10733","launches",0.49
"10734","anthropology",0.49
"10735","vaudeville",0.49
"10736","psychics",0.49
"10737","binoculars",0.49
"10738","kilometer",0.49
"10739","premarital",0.49
"10740","ligament",0.49
"10741","paragon",0.49
"10742","passageway",0.49
"10743","african",0.49
"10744","portage",0.49
"10745","dualism",0.49
"10746","fen",0.49
"10747","innate",0.49
"10748","stint",0.49
"10749","spline",0.49
"10750","pubes",0.49
"10751","quirk",0.49
"10752","cucumber",0.49
"10753","pretend",0.49
"10754","breed",0.49
"10755","lefty",0.49
"10756","menthol",0.49
"10757","gong",0.49
"10758","welsh",0.49
"10759","mercurial",0.49
"10760","flannel",0.49
"10761","coo",0.49
"10762","vinyl",0.49
"10763","sigma",0.49
"10764","halfback",0.49
"10765","telescopic",0.49
"10766","recurrence",0.49
"10767","minion",0.49
"10768","knead",0.49
"10769","flanking",0.49
"10770","platonic",0.49
"10771","tool",0.49
"10772","halo",0.49
"10773","stride",0.49
"10774","deduce",0.49
"10775","oodles",0.49
"10776","reconvene",0.49
"10777","rib",0.49
"10778","yehey",0.49
"10779","lid",0.49
"10780","rollers",0.49
"10781","leaflet",0.49
"10782","horny",0.49
"10783","past",0.49
"10784","morsel",0.49
"10785","ramp",0.49
"10786","chit",0.49
"10787","frisk",0.49
"10788","hum",0.49
"10789","hippo",0.49
"10790","nondescript",0.49
"10791","random",0.49
"10792","brad",0.49
"10793","powwow",0.49
"10794","sandal",0.49
"10795","janitorial",0.49
"10796","point",0.49
"10797","mental",0.49
"10798","twelve",0.49
"10799","conical",0.49
"10800","senate",0.49
"10801","sodium",0.49
"10802","nude",0.49
"10803","vault",0.49
"10804","materially",0.49
"10805","inwards",0.49
"10806","intermission",0.49
"10807","register",0.49
"10808","forsooth",0.49
"10809","rampant",0.49
"10810","changeable",0.49
"10811","harpoon",0.49
"10812","encode",0.49
"10813","incline",0.49
"10814","wagon",0.49
"10815","electoral",0.49
"10816","munchkin",0.49
"10817","negotiation",0.49
"10818","asleeep",0.49
"10819","binary",0.49
"10820","tattoo",0.49
"10821","hormone",0.49
"10822","boastful",0.49
"10823","mescaline",0.49
"10824","taoism",0.49
"10825","resounding",0.49
"10826","comb",0.49
"10827","aforementioned",0.49
"10828","sortie",0.49
"10829","commotion",0.49
"10830","whisper",0.49
"10831","unanimity",0.49
"10832","nuances",0.49
"10833","fundamentalist",0.49
"10834","neurosurgery",0.49
"10835","atelier",0.49
"10836","zoom",0.49
"10837","alcove",0.49
"10838","flatbed",0.49
"10839","junket",0.49
"10840","buildup",0.49
"10841","transcriber",0.49
"10842","bal",0.49
"10843","egress",0.49
"10844","gangway",0.49
"10845","eavesdropping",0.49
"10846","overture",0.49
"10847","coalition",0.49
"10848","depicting",0.49
"10849","rave",0.49
"10850","poncho",0.49
"10851","civilians",0.49
"10852","beaver",0.49
"10853","cut",0.49
"10854","randy",0.49
"10855","menial",0.49
"10856","traffic light",0.49
"10857","swirl",0.49
"10858","therapy",0.49
"10859","cask",0.49
"10860","needalife",0.49
"10861","interlocutory",0.49
"10862","frigate",0.49
"10863","bouncer",0.49
"10864","fifteen",0.49
"10865","psychic",0.49
"10866","fare",0.49
"10867","moorland",0.49
"10868","ebony",0.49
"10869","codfish",0.49
"10870","lady bug",0.49
"10871","sec",0.49
"10872","hypnotist",0.49
"10873","stuntman",0.49
